0,1,2,3,PROFILE_N
-1.388728066507133,-1.9651183048212995,0.4362135904379136,-0.10456282888187496,1.0
0.37521952488494387,-4.352071528848211,-2.525721174626521,0.259980730995502,4.0
1.9845994607755295,1.0564854114634419,2.784133418137881,0.6392165965095387,2.0
10.009215990562268,4.140565871145647,-0.21373294666563172,-0.5596443664556754,3.0
0.425235634818403,-2.037004055280486,-0.5920055721797292,0.38737801163962665,2.0
-1.1146866433192337,-2.4604364112410995,-3.2615721071839436,0.2726050890059293,1.0
3.9601349833339707,0.3419081363385727,3.1438484652662844,0.25760919520836173,3.0
13.901140959765865,7.039683531424386,1.0302476623756893,-0.6492909459902508,4.0
2.074596374319189,-0.4799622236858918,2.6230173566468196,0.33878342091992414,2.0
-5.698091893844579,9.438116312499353,-1.4461080452439505,-0.004805547055550076,1.0
0.5837019876921758,-4.421294288495277,1.6457110879712835,-1.1905878329682926,3.0
0.4541907393623511,-2.99841861518041,-2.3480207196027574,0.5126878765763672,2.0
0.22427139276061572,-1.2302000889723956,-2.235249214367197,-0.7080453860791417,2.0
3.9101526900064023,0.6259375686842802,2.558193029124208,-0.641653054091091,2.0
-0.38560881195626506,-2.547772298719,-0.854595712924693,-0.8532686619324854,3.0
0.8148360616033988,-1.0318952058085906,-0.38129060605779663,1.1001596874423654,2.0
3.3334078343926556,1.570033478501151,-2.4055525263066055,-1.1968569144151462,1.0
-3.672730918641709,-3.3825405705950162,-1.5440469271996733,-0.7084786692208553,1.0
9.054025030792534,5.358765943147915,-0.6659377104568918,0.5502095673053286,2.0
-1.3211938120145448,-2.403289201901716,-2.7224014777437318,-0.2881545573229452,2.0
-6.976746340052183,8.14979281266031,-2.082556199540625,-0.4469163725854123,1.0
-7.240718856772993,7.735552157053261,-4.238934412969,-0.13190694543326667,1.0
-0.04428310358828616,-3.736151165240017,1.585032383873967,-0.7428556084230168,3.0
1.7148844579152096,-0.0495727144327693,2.5767704342115976,-0.395457187041807,2.0
4.375983964086239,1.1865512965577423,-0.39178556517950186,-0.29042036831369755,4.0
-1.3700458239946232,-3.1833848219083847,-0.32680367213488354,1.0937158582819777,2.0
-0.9327518521931382,-4.572170059139106,2.263709341827437,-1.6525527544546026,3.0
1.8711024669344778,-3.1107416847164813,2.2484594894381753,-0.9632680202358905,3.0
-2.6629627894127568,-4.639620882904563,-0.988230909718652,0.11124886761555569,2.0
-0.44044618263376284,-0.5384411311826888,2.0201680249655576,-1.1186221135428014,2.0
-3.6430555120224746,10.999706034361978,-3.2382465703818992,-0.3395485660140705,1.0
-5.897733838457674,9.07842556302181,0.1523367329766679,-0.17282748550507834,1.0
-7.553843929072877,7.341734289613326,-2.700795093736729,-0.19504251429145944,1.0
-0.7395370339448898,-2.8458219744248776,-3.244109594688134,0.5059181104994338,2.0
0.09436460911529196,-1.0309253939096334,1.947350966882573,0.6164453901749466,2.0
0.6787036035382717,-2.8276209904269747,1.0237499699763193,0.6378130437059178,3.0
0.7826511388925426,-0.33781480054379837,2.180478955648823,0.3017215071231316,2.0
1.9193480812126942,1.6850087321234575,1.578946496574344,-0.6691269575926004,2.0
9.594659446911352,4.506293381172889,-0.02195921452146769,0.7039042167277573,2.0
-0.12171007206960323,-0.728489880668419,1.8931376749969786,-0.7131635709189985,1.0
